title,vote_average,vote_count,overview,popularity,genres,worth_watching,clean_overview
The Bourne Supremacy,7.315,6977,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",28.983,"Action, Drama, Thriller",1,when cia operation purchase classified russian documents blown rival agent who then shows up sleepy seaside village where bourne marie been living pair run their lives bourne who promised retaliation should anyone his former life attempt contact forced once again take up his life trained assassin survive
Ford v Ferrari,8.01,6972,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",78.353,"Drama, Action, History",1,american car designer carroll shelby britishborn driver ken miles work together battle corporate interference laws physics their own personal demons build revolutionary race car ford motor company take dominating race cars enzo ferrari hours le mans france
Percy Jackson & the Olympians: The Lightning Thief,6.21,6964,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",62.104,"Adventure, Fantasy, Family",0,accident prone teenager percy discovers hes actually demigod son poseidon he needed when zeus lightning stolen percy must master his new found skills order prevent war between gods could devastate entire world
Coraline,7.854,6950,"A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.",105.931,"Animation, Family, Fantasy",1,young girl discovers idealized parallel universe behind secret door her new home unaware contains sinister secret
Creed,7.413,6949,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",43.906,"Action, Drama",1,former world heavyweight champion rocky balboa serves trainer mentor adonis johnson son his late friend former rival apollo creed
Hot Fuzz,7.554,6929,"As a former London constable, Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",24.96,"Crime, Action, Comedy",1,former london constable nicholas angel finds difficult adapt his new assignment sleepy british village sandford not only does he miss excitement big city but he also wellmeaning oaf partner however when series grisly accidents rocks sandford angel smells something rotten idyllic village
The Kissing Booth,7.229,6926,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",36.649,"Romance, Comedy",1,when teenager elles first kiss leads forbidden romance hottest boy high school she risks her relationship her best friend
Don't Breathe,7.009,6922,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,24.908,"Thriller, Horror",1,group teens break into blind mans home thinking theyll get away perfect crime theyre wrong
Ted 2,6.286,6892,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",58.25,"Comedy, Fantasy",0,newlywed couple ted tamilynn want baby but order qualify parent ted will prove hes person court law
The Butterfly Effect,7.56,6890,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",30.387,"Science Fiction, Thriller",1,young man struggles access sublimated childhood memories he finds technique allows him travel back into past occupy his childhood body change history however he soon finds every change he makes unexpected consequences
Hereditary,7.274,6880,"When Ellen, the matriarch of the Graham family, passes away, her daughter's family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.",38.531,"Horror, Mystery, Thriller",1,when ellen matriarch graham family passes away her daughters family begins unravel cryptic increasingly terrifying secrets about their ancestry
Snow White and the Seven Dwarfs,7.116,6840,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",53.193,"Fantasy, Animation, Family",1,beautiful girl snow white takes refuge forest house seven dwarfs hide her stepmother wicked queen queen jealous because she wants known fairest land snow whites beauty surpasses her own
